ID,Price,Sqft_m2,RatioEurM,Rooms,Toilets,Area,Elevator,Parking,Heating,CoolAir,Construction,Balcony
i998003305365,590000,70,8429,3,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,New,Yes
i9941003874572,320000,105,3048,4,1,Guinardó,Yes,No,Yes,Yes,Not New,No
i9941003874569,269000,76,3539,3,2,Guinardó,Yes,No,Yes,No,Not New,No
i9941003874569,269000,76,3539,3,2,Guinardó,Yes,No,Yes,No,Not New,No
i9941003874557,239000,79,3025,2,1,Congrés - Indians,Yes,No,Yes,Yes,Not New,No
i9919002529283,272000,69,3942,3,1,La Sagrera,Yes,No,Yes,Yes,Not New,No
i9919002529273,490000,120,4083,4,2,Fort Pienc,Yes,No,Yes,No,Not New,No
i9919002529269,800000,174,4598,4,2,Sant Gervasi - Galvany,Yes,Yes,Yes,Yes,Not New,Yes
i9919002529269,800000,174,4598,4,2,Sant Gervasi - Galvany,Yes,Yes,Yes,Yes,Not New,Yes
i9919002529265,349000,80,4363,3,2,Fort Pienc,Yes,No,No,Yes,Not New,No
i9919002529261,325000,74,4392,4,1,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i9919002529261,325000,74,4392,4,1,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i9919002529259,459000,92,4989,3,2,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i9919002529244,500000,97,5155,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,Yes
i9919002529244,500000,97,5155,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,Yes
i9919002529243,500000,95,5263,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,Yes
i9919002529216,215000,60,3583,1,1,Gòtic,No,No,No,No,Not New,No
i9919002529216,215000,60,3583,1,1,Gòtic,No,No,No,No,Not New,No
i9919002529146,260000,82,3171,3,2,La Sagrera,Yes,No,No,Yes,Not New,Yes
i9919002529146,260000,82,3171,3,2,La Sagrera,Yes,No,No,Yes,Not New,Yes
i9919002529095,640000,210,3048,4,3,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i9919002529015,175000,87,2011,3,1,Llefià,Yes,No,Yes,No,Not New,No
i9914003966320,275000,61,4508,3,1,Camp de l´Arpa,Yes,No,No,No,Not New,No
i9914003966320,275000,61,4508,3,1,Camp de l´Arpa,Yes,No,No,No,Not New,No
i9912003966131,183000,76,2408,4,1,La Verneda - La Pau,Yes,No,No,No,Not New,Yes
i9912003964762,189000,65,2908,3,1,Horta,Yes,No,Yes,No,Not New,No
i9912003964762,189000,65,2908,3,1,Horta,Yes,No,Yes,No,Not New,No
i9912003955813,210000,60,3500,4,1,Fort Pienc,Yes,No,No,No,Not New,No
i9912003954142,141000,60,2350,3,1,Verdun,No,No,Yes,No,Not New,Yes
i9912003954142,141000,60,2350,3,1,Verdun,No,No,Yes,No,Not New,Yes
i9912003946046,180000,65,2769,3,1,Porta,Yes,No,No,No,Not New,Yes
i9912003946046,180000,65,2769,3,1,Porta,Yes,No,No,No,Not New,Yes
i9912003937075,149500,60,2492,3,1,Verdun,Yes,No,No,No,Not New,No
i9912003937075,149500,60,2492,3,1,Verdun,Yes,No,No,No,Not New,No
i9912003936328,218000,73,2986,3,1,Provençals del Poblenou,Yes,No,No,No,Not New,No
i9912003909709,121000,46,2630,1,1,Porta,Yes,No,Yes,No,Not New,No
i9912003909709,121000,46,2630,1,1,Porta,Yes,No,Yes,No,Not New,No
i9912003899940,142000,60,2367,3,1,Prosperitat,No,No,No,Yes,Not New,Yes
i9912003868352,133900,55,2435,2,1,Verdun,Yes,No,Yes,No,Not New,No
i9912003868352,133900,55,2435,2,1,Verdun,Yes,No,Yes,No,Not New,No
i9912003868352,133900,55,2435,2,1,Verdun,Yes,No,Yes,No,Not New,No
i9883003971288,268000,57,4702,1,1,Poble Sec,No,No,No,Yes,Not New,No
i9883003640239,339000,108,3139,2,1,Congrés - Indians,Yes,No,Yes,No,Not New,No
i9873002098710,360000,83,4337,3,1,Sants,Yes,No,No,No,Not New,No
i9873002098550,400000,85,4706,2,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,Yes,Not New,No
i9873002098550,400000,85,4706,2,1,St Pere - Sta Caterina - El Born,Yes,No,Yes,Yes,Not New,No
i9873002098260,551000,170,3241,1,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,Yes
i9873002098260,551000,170,3241,1,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,Yes
i9873002097608,410000,62,6613,2,1,Vila de Gràcia,No,No,Yes,Yes,Not New,No
i9873002097586,332000,51,6510,1,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,No
i9873002097304,775000,169,4586,4,3,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i9873002096892,239000,75,3187,2,1,El Clot,Yes,No,Yes,Yes,Not New,No
i9863003978316,279000,72,3875,3,1,Badal,No,Yes,Yes,No,Not New,No
i9863003978316,279000,72,3875,3,1,Badal,No,Yes,Yes,No,Not New,No
i9861003833918,259000,114,2272,3,1,Raval,No,No,No,Yes,Not New,No
i9861003833918,259000,114,2272,3,1,Raval,No,No,No,Yes,Not New,No
i9823003966528,240000,98,2449,4,1,Guinardó,Yes,No,No,Yes,Not New,Yes
i9823003966528,240000,98,2449,4,1,Guinardó,Yes,No,No,Yes,Not New,Yes
i9823003873976,250000,81,3086,3,1,Horta,Yes,No,Yes,Yes,Not New,Yes
i9823003569731,325000,104,3125,2,1,Guinardó,Yes,No,Yes,Yes,Not New,Yes
i9766003983898,280000,98,2857,3,1,Sant Martí,Yes,No,No,No,Not New,No
i9766003940075,135500,58,2336,3,1,Ciutat Meridiana,Yes,No,Yes,No,Not New,No
i9746003910748,132800,75,1771,3,1,Santa Rosa,Yes,No,No,Yes,Not New,No
i9744003487591,145000,74,1959,2,2,El Raval,No,No,No,Yes,Not New,No
i9692003815112,340000,84,4048,2,2,Congrés - Indians,Yes,No,Yes,No,New,Yes
i9578003926067,239000,102,2343,6,1,Raval,No,No,Yes,Yes,Not New,No
i9578003926067,239000,102,2343,6,1,Raval,No,No,Yes,Yes,Not New,No
i9562002856989,285000,60,4750,2,1,Poble Sec,Yes,No,No,Yes,Not New,No
i9562002856976,450000,70,6429,1,1,Gòtic,Yes,No,No,Yes,Not New,No
i9562002856975,312000,77,4052,2,2,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i9562002856974,385000,77,5000,3,2,Vila de Gràcia,Yes,No,No,Yes,Not New,No
i9562002856958,520000,113,4602,4,2,Vila de Gràcia,Yes,Yes,Yes,Yes,Not New,Yes
i9552003959803,545000,101,5396,4,2,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003955872,326000,56,5821,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003920484,220000,49,4490,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920484,220000,49,4490,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920478,288000,78,3692,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920478,288000,78,3692,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920459,255000,52,4904,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920459,255000,52,4904,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920457,235000,62,3790,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920317,298000,87,3425,4,2,Carmel,Yes,Yes,No,No,New,Yes
i9552003920317,298000,87,3425,4,2,Carmel,Yes,Yes,No,No,New,Yes
i9552003920304,216000,56,3857,2,1,Carmel,Yes,Yes,No,No,New,No
i9552003920304,216000,56,3857,2,1,Carmel,Yes,Yes,No,No,New,No
i9552003920296,258000,62,4161,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920296,258000,62,4161,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920292,220000,56,3929,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920292,220000,56,3929,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920274,218000,56,3893,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920274,218000,56,3893,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920270,268000,63,4254,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920270,268000,63,4254,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920265,238000,56,4250,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920265,238000,56,4250,2,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920264,269000,86,3128,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003920264,269000,86,3128,3,1,Carmel,Yes,Yes,No,No,New,Yes
i9552003816305,264000,46,5739,1,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003816301,296000,57,5193,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003816295,620000,99,6263,4,2,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003816274,315000,68,4632,3,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003815822,256000,55,4655,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003815816,265000,48,5521,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003815812,280000,53,5283,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003815810,295000,77,3831,2,1,Camp de l´Arpa,Yes,Yes,Yes,No,New,Yes
i9552003769054,156000,47,3319,1,1,Vilapicina - Torre Llobeta,Yes,No,No,No,New,No
i9552003769054,156000,47,3319,1,1,Vilapicina - Torre Llobeta,Yes,No,No,No,New,No
i9552003769032,118000,29,4069,1,1,Vilapicina - Torre Llobeta,Yes,No,No,No,New,No
i9552003735197,358000,73,4904,3,1,Vilapicina - Torre Llobeta,Yes,No,No,No,New,Yes
i9552003735183,312000,87,3586,3,2,Vilapicina - Torre Llobeta,Yes,No,No,No,New,Yes
i9552003735136,268000,77,3481,3,1,Vilapicina - Torre Llobeta,Yes,No,No,No,New,No
i9552003732520,139000,55,2527,1,1,Horta,Yes,No,No,No,New,Yes
i9552003732520,139000,55,2527,1,1,Horta,Yes,No,No,No,New,Yes
i9552003732520,139000,55,2527,1,1,Horta,Yes,No,No,No,New,Yes
i9552003210375,282000,76,3711,2,1,Font d´en Fargas,Yes,Yes,Yes,No,New,No
i9552003035280,664000,116,5724,4,2,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i9552003035207,738000,135,5467,4,3,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i9552003035151,590000,85,6941,3,2,Font d´en Fargas,Yes,Yes,Yes,No,New,Yes
i9535003916380,136000,60,2267,3,1,Fondo,No,No,Yes,No,Not New,No
i9487003974978,149000,79,1886,3,1,La Verneda - La Pau,Yes,No,No,No,Not New,No
i9487003966067,255000,90,2833,4,1,Provençals del Poblenou,Yes,No,No,Yes,Not New,No
i9487003966067,255000,90,2833,4,1,Provençals del Poblenou,Yes,No,No,Yes,Not New,No
i9433003076851,650000,118,5508,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i9433003076850,790000,165,4788,5,1,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i9433003076847,495000,95,5211,4,2,Esquerra Alta de l´Eixample,Yes,Yes,Yes,Yes,Not New,No
i9433003076847,495000,95,5211,4,2,Esquerra Alta de l´Eixample,Yes,Yes,Yes,Yes,Not New,No
i9433003076839,319000,71,4493,2,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i9433003076839,319000,71,4493,2,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i9433003076838,498000,118,4220,3,1,Vila de Gràcia,Yes,No,No,Yes,Not New,No
i9433003076833,330000,59,5593,2,1,Esquerra Baixa de l´Eixample,No,No,Yes,No,Not New,No
i9433003076833,330000,59,5593,2,1,Esquerra Baixa de l´Eixample,No,No,Yes,No,Not New,No
i9433003076827,590000,104,5673,3,2,Fort Pienc,Yes,No,Yes,No,Not New,No
i9433003076825,320000,80,4000,3,1,Sant Antoni,Yes,No,No,Yes,Not New,No
i9433003076777,275000,57,4825,2,1,Camp d´en Grassot - Gràcia N,Yes,No,No,Yes,Not New,No
i9433003076715,395000,62,6371,3,1,Pedralbes,Yes,No,Yes,Yes,Not New,No
i9433003076671,312000,56,5571,2,1,Camp d´en Grassot - Gràcia N,No,No,Yes,No,Not New,Yes
i9433003076601,295000,61,4836,1,1,Sants,No,No,Yes,No,Not New,Yes
i941003081844,368600,95,3880,4,1,Camp d´en Grassot - Gràcia N,Yes,No,Yes,No,Not New,No
i941003081812,740000,210,3524,5,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i941003081697,420000,115,3652,3,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i9354003935942,395000,85,4647,2,1,Vila de Gràcia,No,No,Yes,No,Not New,Yes
i9354003935942,395000,85,4647,2,1,Vila de Gràcia,No,No,Yes,No,Not New,Yes
i9354003745652,396368,72,5505,2,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,Not New,No
i9296003907476,99900,65,1537,3,1,Santa Rosa,No,Yes,No,Yes,Not New,Yes
i929003960196,88000,35,2514,,1,Guinardó,Yes,No,No,Yes,Not New,No
i929003674562,267000,55,4855,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674554,232000,46,5043,1,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674479,570000,103,5534,3,2,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674475,447000,86,5198,2,2,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674472,274000,61,4492,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674468,260000,55,4727,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674459,276000,61,4525,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i929003674389,234000,55,4255,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,No
i929003674385,199000,47,4234,1,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,No
i929003674385,199000,47,4234,1,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,No
i929003674381,253000,62,4081,2,1,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,No
i929003674255,347000,74,4689,2,2,Vilapicina - Torre Llobeta,Yes,No,Yes,No,New,Yes
i9260000036411,117500,54,2176,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No
i9260000036212,467500,124,3770,3,1,St Pere - Sta Caterina - El Born,No,No,No,Yes,Not New,No
i9260000036045,229500,58,3957,3,1,Carmel,No,No,No,Yes,Not New,No
i9260000036045,229500,58,3957,3,1,Carmel,No,No,No,Yes,Not New,No
i9260000035991,130500,59,2212,3,1,La Florida,No,No,No,Yes,Not New,No
i9260000035940,156000,72,2167,2,1,La Florida,No,No,No,Yes,Not New,No
i9260000035939,149500,64,2336,3,1,La Florida,No,No,No,Yes,Not New,No
i9260000035925,138500,57,2430,2,1,La Florida,No,No,No,Yes,Not New,No
i9260000035914,165000,59,2797,3,1,Verdun,No,No,No,Yes,Not New,No
i9260000035888,244000,75,3253,3,1,La Marina-Montjuïc,No,No,No,Yes,Not New,Yes
i9260000035887,286000,104,2750,4,1,Sant Martí,No,No,No,Yes,Not New,Yes
i9260000035885,189000,59,3203,1,1,La Florida,No,No,No,Yes,Not New,No
i9260000035860,171500,82,2091,3,1,Carmel,No,No,No,Yes,Not New,No
i9260000035860,171500,82,2091,3,1,Carmel,No,No,No,Yes,Not New,No
i9260000035746,214500,75,2860,3,1,Sant Martí,No,No,No,Yes,Not New,No
i9260000035656,173000,82,2110,3,1,Santa Rosa,No,No,No,Yes,Not New,No
i9260000035546,128000,68,1882,3,1,Santa Rosa,No,No,No,Yes,Not New,No
i9260000035525,165000,56,2946,3,1,La Verneda - La Pau,No,No,No,Yes,Not New,No
i9260000035522,142000,53,2679,3,1,Verdun,No,No,No,Yes,Not New,No
i9260000035519,387500,82,4726,3,2,Gòtic,No,No,No,Yes,Not New,No
i9260000035516,213500,67,3187,2,1,Badal,No,No,No,Yes,Not New,Yes
i9260000035515,145500,82,1774,4,2,Trinitat Vella,No,No,No,Yes,Not New,No
i9260000035515,145500,82,1774,4,2,Trinitat Vella,No,No,No,Yes,Not New,No
i9260000035492,126500,70,1807,3,1,Santa Rosa,No,No,No,Yes,Not New,No
i9260000035456,425000,104,4087,4,2,Sagrada Família,No,No,No,Yes,Not New,No
i9260000035073,174500,66,2644,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No
i9260000035072,194500,72,2701,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No
i9260000035070,205000,57,3596,3,1,Camp de l´Arpa,No,No,No,Yes,Not New,No
i9260000035065,258500,76,3401,3,1,Guinardó,No,No,No,Yes,Not New,No
i9260000035055,208000,92,2261,3,1,Carmel,No,No,No,Yes,Not New,No
i9260000035050,220000,70,3143,3,1,Sant Martí,No,No,No,Yes,Not New,No
i9260000035016,141000,73,1932,3,1,La salut,No,No,No,Yes,Not New,No
i9260000034833,176000,69,2551,3,1,La Verneda - La Pau,No,No,No,Yes,Not New,No
i9260000034818,165500,48,3448,1,1,Poble Sec,No,No,No,Yes,Not New,No
i9260000032840,115000,81,1420,3,1,El Raval,No,No,Yes,Yes,Not New,No
i9260000031878,72000,56,1286,2,1,Fondo,No,No,No,Yes,Not New,Yes
i9260000031742,204000,69,2957,3,1,Sant Martí,No,No,No,Yes,Not New,Yes
i9260000030732,70500,67,1052,2,1,Roquetes,No,No,No,Yes,Not New,Yes
i9260000030322,120500,68,1772,3,1,Roquetes,No,No,No,Yes,Not New,No
i9260000029655,163000,62,2629,3,2,Raval,No,No,No,Yes,Not New,No
i9209003986157,224000,91,2462,3,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i9209003986157,224000,91,2462,3,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i9209003911445,228000,79,2886,4,1,Badal,Yes,No,No,Yes,Not New,Yes
i9209003911445,228000,79,2886,4,1,Badal,Yes,No,No,Yes,Not New,Yes
i9163003640916,775000,169,4586,4,3,Sant Gervasi - Galvany,Yes,Yes,Yes,No,Not New,No
i9157003942845,430000,62,6935,3,1,Pedralbes,Yes,No,Yes,Yes,Not New,No
i9157003942845,430000,62,6935,3,1,Pedralbes,Yes,No,Yes,Yes,Not New,No
i9157003942788,385000,63,6111,3,1,Pedralbes,Yes,No,Yes,Yes,Not New,No
i9157003804295,420000,95,4421,3,2,Sant Antoni,Yes,No,Yes,No,Not New,Yes
i9124000000019,160000,58,2759,2,1,Fort Pienc,No,No,No,No,Not New,No
i9124000000016,250000,80,3125,3,1,Fort Pienc,Yes,No,Yes,No,Not New,No
i9124000000009,420000,115,3652,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i9107003958678,235000,60,3917,3,1,Congrés - Indians,Yes,No,Yes,No,Not New,Yes
i906003362576,428800,63,6806,2,1,Vila de Gràcia,Yes,No,Yes,No,New,Yes
i906003362575,298400,65,4591,2,1,Vila de Gràcia,Yes,No,Yes,No,New,Yes
i902003764165,430000,120,3583,2,1,Vila de Gràcia,Yes,No,Yes,No,Not New,Yes
i9005003900112,369000,90,4100,3,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i9005003875889,159000,92,1728,4,1,Llefià,No,No,Yes,No,Not New,No
i8968003943639,168000,63,2667,2,1,Roquetes,No,No,No,No,Not New,No
i885003210186,320000,85,3765,4,1,El Clot,Yes,No,Yes,No,Not New,Yes
i885003210164,285000,86,3314,4,1,Camp de l´Arpa,Yes,No,No,No,Not New,No
i885003210161,300000,84,3571,3,1,Provençals del Poblenou,Yes,No,Yes,No,Not New,No
i885003210161,300000,84,3571,3,1,Provençals del Poblenou,Yes,No,Yes,No,Not New,No
i885003210142,780000,130,6000,4,2,Sant Gervasi - Galvany,Yes,No,No,No,Not New,No
i885003210142,780000,130,6000,4,2,Sant Gervasi - Galvany,Yes,No,No,No,Not New,No
i885003210141,650000,100,6500,3,1,Sant Gervasi - Galvany,Yes,Yes,Yes,No,Not New,Yes
i885003210131,230000,71,3239,3,1,Porta,Yes,No,No,No,Not New,Yes
i885003210124,199000,78,2551,5,1,Badal,No,No,Yes,No,Not New,No
i885003210084,340000,88,3864,3,1,Guinardó,Yes,No,Yes,No,Not New,No
i885003210084,340000,88,3864,3,1,Guinardó,Yes,No,Yes,No,Not New,No
i885003210077,597500,141,4238,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i885003210077,597500,141,4238,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i885003210025,339000,102,3324,4,2,Camp de l´Arpa,Yes,Yes,Yes,No,Not New,No
i885003210014,204000,69,2957,3,1,Carmel,Yes,No,No,No,Not New,No
i885003209980,598000,132,4530,4,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i885003209885,230000,71,3239,3,1,Sants,Yes,No,Yes,No,Not New,No
i885003209877,255000,91,2802,4,1,Provençals del Poblenou,Yes,No,Yes,No,Not New,No
i885003209877,255000,91,2802,4,1,Provençals del Poblenou,Yes,No,Yes,No,Not New,No
i885003209824,270000,81,3333,4,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i885003209762,169000,65,2600,3,1,Poble Sec,No,No,No,Yes,Not New,No
i885003209753,233150,68,3429,3,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i885003209749,315000,104,3029,3,2,Provençals del Poblenou,Yes,No,Yes,No,Not New,Yes
i885003209749,315000,104,3029,3,2,Provençals del Poblenou,Yes,No,Yes,No,Not New,Yes
i885003209671,420000,118,3559,3,2,Fort Pienc,Yes,No,No,No,Not New,No
i885003209590,995000,109,9128,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,New,Yes
i885003209590,995000,109,9128,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,New,Yes
i885003209545,199000,66,3015,2,1,Camp de l´Arpa,Yes,No,No,No,Not New,No
i885003209378,385000,67,5746,1,1,Camp d´en Grassot - Gràcia N,Yes,No,No,No,Not New,Yes
i885003208971,320000,88,3636,3,1,Camp de l´Arpa,Yes,No,No,No,Not New,No
i885003208894,495000,121,4091,4,1,Sants,Yes,No,No,No,Not New,Yes
i885003208894,495000,121,4091,4,1,Sants,Yes,No,No,No,Not New,Yes
i885003208885,310000,73,4247,3,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i885003208790,176000,104,1692,3,1,Trinitat Vella,No,No,No,No,Not New,No
i885003208790,176000,104,1692,3,1,Trinitat Vella,No,No,No,No,Not New,No
i885003208705,398000,96,4146,4,1,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,No,Not New,No
i885003208535,339000,97,3495,3,1,Camp d´en Grassot - Gràcia N,Yes,Yes,Yes,No,Not New,Yes
i885003207510,195000,56,3482,,1,La Salut,No,No,No,No,Not New,Yes
i885003207510,195000,56,3482,,1,La Salut,No,No,No,No,Not New,Yes
i885003015376,775000,150,5167,3,2,Esquerra Alta de l´Eixample,Yes,No,No,No,New,Yes
i878002735154,368600,95,3880,4,2,Sagrada Família,No,No,No,Yes,Not New,No
i878002735128,300800,89,3380,3,1,La Verneda - La Pau,No,No,No,Yes,Not New,Yes
i878002735127,217100,53,4096,1,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,No
i878002735127,217100,53,4096,1,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,No
i878002731051,316000,68,4647,1,3,La Verneda - La Pau,Yes,No,No,No,Not New,No
i878002728446,290000,140,2071,3,3,Raval,No,No,No,Yes,Not New,No
i878002728446,290000,140,2071,3,3,Raval,No,No,No,Yes,Not New,No
i8761003823441,592000,98,6041,1,1,Raval,Yes,No,Yes,No,New,Yes
i8761003823400,591000,95,6221,1,1,Raval,Yes,No,Yes,No,New,Yes
i8761003823390,480000,88,5455,2,2,Raval,Yes,No,Yes,No,New,Yes
i8761003823385,474000,92,5152,2,2,Raval,Yes,No,Yes,No,New,Yes
i8761003823365,426000,77,5532,3,2,Raval,Yes,No,Yes,No,New,Yes
i8761003822835,380000,66,5758,1,1,Raval,Yes,No,Yes,No,New,Yes
i8621003983348,435000,96,4531,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes
i8621003983225,390000,105,3714,4,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i8621003976903,220000,58,3793,3,1,Poble Sec,No,No,Yes,No,Not New,Yes
i8621003958640,435000,96,4531,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes
i8614003624234,360000,100,3600,4,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,Yes
i855003954359,695000,238,2920,4,3,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,Yes
i855003954359,695000,238,2920,4,3,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,Yes
i855003954358,345000,85,4059,2,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,Not New,No
i8478003972570,113000,55,2055,3,1,La Florida,No,No,No,Yes,Not New,No
i8478003972570,113000,55,2055,3,1,La Florida,No,No,No,Yes,Not New,No
i8478003972570,113000,55,2055,3,1,La Florida,No,No,No,Yes,Not New,No
i8478003948059,143000,60,2383,3,1,La Florida,No,Yes,No,Yes,Not New,No
i8478003948059,143000,60,2383,3,1,La Florida,No,Yes,No,Yes,Not New,No
i8305003201511,165000,79,2089,3,1,Llefià,Yes,No,Yes,Yes,Not New,No
i8305003201511,165000,79,2089,3,1,Llefià,Yes,No,Yes,Yes,Not New,No
i8305003201420,109000,54,2019,2,1,Carmel,Yes,No,No,Yes,Not New,No
i8305003201420,109000,54,2019,2,1,Carmel,Yes,No,No,Yes,Not New,No
i8305003201420,109000,54,2019,2,1,Carmel,Yes,No,No,Yes,Not New,No
i8273003975252,185000,84,2202,3,1,Llefià,Yes,Yes,Yes,No,Not New,Yes
i8236003903383,189000,40,4725,1,1,Barceloneta,No,No,Yes,No,Not New,No
i8236003903383,189000,40,4725,1,1,Barceloneta,No,No,Yes,No,Not New,No
i8174003809608,165000,92,1793,4,1,Llefià,No,No,Yes,No,Not New,No
i8174003725924,120000,69,1739,2,1,El Raval,No,No,Yes,Yes,Not New,No
i8174003725924,120000,69,1739,2,1,El Raval,No,No,Yes,Yes,Not New,No
i8173003760635,205000,38,5395,1,1,Raval,Yes,No,Yes,No,New,No
i8173003402462,699000,120,5825,4,2,Esquerra Alta de l´Eixample,Yes,Yes,Yes,No,Not New,Yes
i8166003960896,330000,50,6600,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960896,330000,50,6600,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960893,335000,50,6700,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960893,335000,50,6700,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960889,340000,50,6800,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960889,340000,50,6800,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
i8166003960876,360000,50,7200,1,1,St Pere - Sta Caterina - El Born,No,No,No,No,New,Yes
i8166003960876,360000,50,7200,1,1,St Pere - Sta Caterina - El Born,No,No,No,No,New,Yes
i8166003960872,475000,67,7090,1,1,St Pere - Sta Caterina - El Born,No,No,No,No,New,Yes
i8166003960864,500000,82,6098,2,2,St Pere - Sta Caterina - El Born,Yes,No,No,No,New,No
